hostname,worker_id,start_time,stop_time,task_type,return_code
normandy,Worker-c1e71f26-ef10-4b84-9a6e-8a17196892b9,1686774946.4807835,1686774947.471223,0,1
normandy,Worker-4ec75f34-2296-432a-8602-bb6eccade9c2,1686774946.2005503,1686774947.4795997,1,0
normandy,Worker-5a79c655-5d52-43f1-a223-99d2b129a747,1686774946.2431817,1686774947.516538,1,0
normandy,Worker-5ac20509-75a4-4bb4-b216-b4814c9bb8ef,1686774946.2553053,1686774947.522302,1,0
normandy,Worker-4ec75f34-2296-432a-8602-bb6eccade9c2,1686774946.896463,1686774948.2041597,1,0
normandy,Worker-5ac20509-75a4-4bb4-b216-b4814c9bb8ef,1686774946.99836,1686774948.3401654,1,0
normandy,Worker-5a79c655-5d52-43f1-a223-99d2b129a747,1686774947.210126,1686774948.5104403,1,0
normandy,Worker-5a79c655-5d52-43f1-a223-99d2b129a747,1686774947.5175095,1686774948.7755213,1,0
normandy,Worker-4ec75f34-2296-432a-8602-bb6eccade9c2,1686774947.4802957,1686774948.7769105,1,0
normandy,Worker-5ac20509-75a4-4bb4-b216-b4814c9bb8ef,1686774947.523216,1686774948.7924528,1,0
normandy,Worker-c1e71f26-ef10-4b84-9a6e-8a17196892b9,1686774947.4719508,1686774949.0196962,0,1
normandy,Worker-4ec75f34-2296-432a-8602-bb6eccade9c2,1686774948.2054877,1686774949.5036552,1,0
normandy,Worker-5ac20509-75a4-4bb4-b216-b4814c9bb8ef,1686774948.3410194,1686774949.66591,1,0
normandy,Worker-5a79c655-5d52-43f1-a223-99d2b129a747,1686774948.5122046,1686774949.8391006,1,0
normandy,Worker-4ec75f34-2296-432a-8602-bb6eccade9c2,1686774948.778037,1686774950.05503,1,0
normandy,Worker-5ac20509-75a4-4bb4-b216-b4814c9bb8ef,1686774948.7936544,1686774950.0600035,1,0
normandy,Worker-5a79c655-5d52-43f1-a223-99d2b129a747,1686774948.7766519,1686774950.0603712,1,0
normandy,Worker-4ec75f34-2296-432a-8602-bb6eccade9c2,1686774949.504638,1686774950.8250737,1,0
normandy,Worker-5ac20509-75a4-4bb4-b216-b4814c9bb8ef,1686774949.667915,1686774950.9530768,1,0
normandy,Worker-5a79c655-5d52-43f1-a223-99d2b129a747,1686774949.839948,1686774951.2071843,1,0
normandy,Worker-5ac20509-75a4-4bb4-b216-b4814c9bb8ef,1686774950.0610068,1686774951.4028296,1,0
normandy,Worker-5a79c655-5d52-43f1-a223-99d2b129a747,1686774950.062075,1686774951.4031084,1,0
normandy,Worker-4ec75f34-2296-432a-8602-bb6eccade9c2,1686774950.0559278,1686774951.432538,1,0
normandy,Worker-4ec75f34-2296-432a-8602-bb6eccade9c2,1686774950.8260818,1686774952.093027,1,0
normandy,Worker-5ac20509-75a4-4bb4-b216-b4814c9bb8ef,1686774950.9541256,1686774952.2366226,1,0
normandy,Worker-5a79c655-5d52-43f1-a223-99d2b129a747,1686774951.2078764,1686774952.4922736,1,0
normandy,Worker-5a79c655-5d52-43f1-a223-99d2b129a747,1686774951.4042213,1686774952.6627104,1,0
normandy,Worker-4ec75f34-2296-432a-8602-bb6eccade9c2,1686774951.4333813,1686774952.6708348,1,0
normandy,Worker-5ac20509-75a4-4bb4-b216-b4814c9bb8ef,1686774951.4037256,1686774952.6710665,1,0
normandy,Worker-4ec75f34-2296-432a-8602-bb6eccade9c2,1686774952.0938518,1686774953.3752081,1,0
normandy,Worker-5ac20509-75a4-4bb4-b216-b4814c9bb8ef,1686774952.2377255,1686774953.5121658,1,0
normandy,Worker-5a79c655-5d52-43f1-a223-99d2b129a747,1686774952.4932172,1686774953.7862666,1,0
normandy,Worker-5ac20509-75a4-4bb4-b216-b4814c9bb8ef,1686774952.6721218,1686774953.9588919,1,0
normandy,Worker-5a79c655-5d52-43f1-a223-99d2b129a747,1686774952.6637352,1686774953.975082,1,0
normandy,Worker-4ec75f34-2296-432a-8602-bb6eccade9c2,1686774952.6719167,1686774953.9883623,1,0
normandy,Worker-c1e71f26-ef10-4b84-9a6e-8a17196892b9,1686774949.02057,1686774954.3298762,0,1
normandy,Worker-4ec75f34-2296-432a-8602-bb6eccade9c2,1686774953.377771,1686774954.7200205,1,0
normandy,Worker-5ac20509-75a4-4bb4-b216-b4814c9bb8ef,1686774953.512884,1686774954.795487,1,0
normandy,Worker-c1e71f26-ef10-4b84-9a6e-8a17196892b9,1686774947.1081088,1686774955.1606665,0,1
normandy,Worker-5a79c655-5d52-43f1-a223-99d2b129a747,1686774953.787212,1686774955.1951137,1,0
normandy,Worker-5a79c655-5d52-43f1-a223-99d2b129a747,1686774953.9758947,1686774955.3060565,1,0
normandy,Worker-5ac20509-75a4-4bb4-b216-b4814c9bb8ef,1686774953.9597712,1686774955.3062274,1,0
normandy,Worker-4ec75f34-2296-432a-8602-bb6eccade9c2,1686774953.9891396,1686774955.4905138,1,0
normandy,Worker-c1e71f26-ef10-4b84-9a6e-8a17196892b9,1686774954.3312352,1686774955.7266943,1,0
normandy,Worker-4ec75f34-2296-432a-8602-bb6eccade9c2,1686774954.720851,1686774956.125133,1,0
normandy,Worker-5ac20509-75a4-4bb4-b216-b4814c9bb8ef,1686774954.796321,1686774956.1598854,1,0
normandy,Worker-c1e71f26-ef10-4b84-9a6e-8a17196892b9,1686774955.1613665,1686774956.552956,1,0
normandy,Worker-5a79c655-5d52-43f1-a223-99d2b129a747,1686774955.196037,1686774956.5554433,1,0
normandy,Worker-5a79c655-5d52-43f1-a223-99d2b129a747,1686774955.3072512,1686774956.7308354,1,0
normandy,Worker-5ac20509-75a4-4bb4-b216-b4814c9bb8ef,1686774955.3073,1686774956.7713277,1,0
normandy,Worker-4ec75f34-2296-432a-8602-bb6eccade9c2,1686774955.4948444,1686774956.9201808,1,0
normandy,Worker-c1e71f26-ef10-4b84-9a6e-8a17196892b9,1686774955.7284179,1686774957.1207237,1,0
normandy,Worker-4ec75f34-2296-432a-8602-bb6eccade9c2,1686774956.1286178,1686774957.4802606,1,0
normandy,Worker-5ac20509-75a4-4bb4-b216-b4814c9bb8ef,1686774956.161831,1686774957.6234097,1,0
normandy,Worker-5a79c655-5d52-43f1-a223-99d2b129a747,1686774956.560979,1686774957.8994787,1,0
normandy,Worker-c1e71f26-ef10-4b84-9a6e-8a17196892b9,1686774956.5583317,1686774957.901415,1,0
normandy,Worker-5a79c655-5d52-43f1-a223-99d2b129a747,1686774956.7358294,1686774958.0765514,1,0
normandy,Worker-5ac20509-75a4-4bb4-b216-b4814c9bb8ef,1686774956.7727332,1686774958.0841377,1,0
normandy,Worker-4ec75f34-2296-432a-8602-bb6eccade9c2,1686774956.9244828,1686774958.2362049,1,0
normandy,Worker-c1e71f26-ef10-4b84-9a6e-8a17196892b9,1686774957.1214967,1686774958.4689722,1,0
normandy,Worker-4ec75f34-2296-432a-8602-bb6eccade9c2,1686774957.4846356,1686774958.8261774,1,0
normandy,Worker-5ac20509-75a4-4bb4-b216-b4814c9bb8ef,1686774957.6268508,1686774958.996764,1,0
normandy,Worker-c1e71f26-ef10-4b84-9a6e-8a17196892b9,1686774957.9034395,1686774959.227423,1,0
normandy,Worker-5a79c655-5d52-43f1-a223-99d2b129a747,1686774957.9012303,1686774959.3842864,1,0
normandy,Worker-5ac20509-75a4-4bb4-b216-b4814c9bb8ef,1686774958.089155,1686774959.4182634,1,0
normandy,Worker-5a79c655-5d52-43f1-a223-99d2b129a747,1686774958.0806682,1686774959.4613693,1,0
normandy,Worker-4ec75f34-2296-432a-8602-bb6eccade9c2,1686774958.2400942,1686774959.6001134,1,0
normandy,Worker-c1e71f26-ef10-4b84-9a6e-8a17196892b9,1686774958.469966,1686774959.7972786,1,0
normandy,Worker-4ec75f34-2296-432a-8602-bb6eccade9c2,1686774958.8304887,1686774960.159679,1,0
normandy,Worker-5ac20509-75a4-4bb4-b216-b4814c9bb8ef,1686774959.000059,1686774960.3468068,1,0
normandy,Worker-c1e71f26-ef10-4b84-9a6e-8a17196892b9,1686774959.2290163,1686774960.5515013,1,0
normandy,Worker-5ac20509-75a4-4bb4-b216-b4814c9bb8ef,1686774959.4196026,1686774960.7428281,1,0
normandy,Worker-5a79c655-5d52-43f1-a223-99d2b129a747,1686774959.388192,1686774960.7432568,1,0
normandy,Worker-5a79c655-5d52-43f1-a223-99d2b129a747,1686774959.4665122,1686774960.7664602,1,0
normandy,Worker-4ec75f34-2296-432a-8602-bb6eccade9c2,1686774959.6013477,1686774960.9440453,1,0
normandy,Worker-c1e71f26-ef10-4b84-9a6e-8a17196892b9,1686774959.8005366,1686774961.1428874,1,0
normandy,Worker-4ec75f34-2296-432a-8602-bb6eccade9c2,1686774960.1793058,1686774961.508017,1,0
normandy,Worker-5ac20509-75a4-4bb4-b216-b4814c9bb8ef,1686774960.3518667,1686774961.8814456,1,0
normandy,Worker-c1e71f26-ef10-4b84-9a6e-8a17196892b9,1686774960.553293,1686774961.9044688,1,0
normandy,Worker-5ac20509-75a4-4bb4-b216-b4814c9bb8ef,1686774960.7683551,1686774962.1111934,1,0
normandy,Worker-5a79c655-5d52-43f1-a223-99d2b129a747,1686774960.748198,1686774962.3973,1,0
normandy,Worker-c1e71f26-ef10-4b84-9a6e-8a17196892b9,1686774962.462331,1686774962.8960152,2,0
normandy,Worker-5ac20509-75a4-4bb4-b216-b4814c9bb8ef,1686774962.4629457,1686774962.8969855,2,0
normandy,Worker-4ec75f34-2296-432a-8602-bb6eccade9c2,1686774962.4628327,1686774962.8974254,2,0
normandy,Worker-5a79c655-5d52-43f1-a223-99d2b129a747,1686774962.4682157,1686774962.8989494,2,0
normandy,Worker-5a79c655-5d52-43f1-a223-99d2b129a747,1686774962.4522204,1686774962.8999598,2,0
normandy,Worker-4ec75f34-2296-432a-8602-bb6eccade9c2,1686774962.4626503,1686774962.9005737,2,0
normandy,Worker-c1e71f26-ef10-4b84-9a6e-8a17196892b9,1686774962.4622927,1686774962.9385443,2,0
normandy,Worker-5ac20509-75a4-4bb4-b216-b4814c9bb8ef,1686774962.4634926,1686774962.982198,2,0
normandy,Worker-5a79c655-5d52-43f1-a223-99d2b129a747,1686774962.904415,1686774963.227684,2,0
normandy,Worker-5a79c655-5d52-43f1-a223-99d2b129a747,1686774962.9045393,1686774963.2716389,2,0
normandy,Worker-4ec75f34-2296-432a-8602-bb6eccade9c2,1686774962.903381,1686774963.2721207,2,0
normandy,Worker-4ec75f34-2296-432a-8602-bb6eccade9c2,1686774962.9051332,1686774963.2754314,2,0
normandy,Worker-c1e71f26-ef10-4b84-9a6e-8a17196892b9,1686774962.9407477,1686774963.2859874,2,0
normandy,Worker-5ac20509-75a4-4bb4-b216-b4814c9bb8ef,1686774962.9003148,1686774963.3211806,2,0
normandy,Worker-5ac20509-75a4-4bb4-b216-b4814c9bb8ef,1686774962.9846404,1686774963.3320754,2,0
normandy,Worker-c1e71f26-ef10-4b84-9a6e-8a17196892b9,1686774962.8997188,1686774963.4193316,2,0
normandy,Worker-5a79c655-5d52-43f1-a223-99d2b129a747,1686774963.2318017,1686774963.57055,2,0
normandy,Worker-5a79c655-5d52-43f1-a223-99d2b129a747,1686774963.275245,1686774963.6041143,2,0
normandy,Worker-4ec75f34-2296-432a-8602-bb6eccade9c2,1686774963.2793481,1686774963.6353137,2,0
normandy,Worker-5ac20509-75a4-4bb4-b216-b4814c9bb8ef,1686774963.3223166,1686774963.6487708,2,0
normandy,Worker-4ec75f34-2296-432a-8602-bb6eccade9c2,1686774963.2765672,1686774963.650792,2,0
normandy,Worker-c1e71f26-ef10-4b84-9a6e-8a17196892b9,1686774963.2883835,1686774963.657064,2,0
normandy,Worker-5ac20509-75a4-4bb4-b216-b4814c9bb8ef,1686774963.3336244,1686774963.6623363,2,0
normandy,Worker-c1e71f26-ef10-4b84-9a6e-8a17196892b9,1686774963.421352,1686774963.7618668,2,0
normandy,Worker-5a79c655-5d52-43f1-a223-99d2b129a747,1686774963.5757065,1686774963.9506729,2,0
normandy,Worker-4ec75f34-2296-432a-8602-bb6eccade9c2,1686774963.6523528,1686774963.989981,2,0
normandy,Worker-5a79c655-5d52-43f1-a223-99d2b129a747,1686774963.611199,1686774963.9951143,2,0
normandy,Worker-5ac20509-75a4-4bb4-b216-b4814c9bb8ef,1686774963.6498811,1686774963.9979308,2,0
normandy,Worker-4ec75f34-2296-432a-8602-bb6eccade9c2,1686774963.6367548,1686774964.0134761,2,0
normandy,Worker-5ac20509-75a4-4bb4-b216-b4814c9bb8ef,1686774963.66395,1686774964.005231,2,0
normandy,Worker-c1e71f26-ef10-4b84-9a6e-8a17196892b9,1686774963.6587458,1686774964.0417871,2,0
normandy,Worker-c1e71f26-ef10-4b84-9a6e-8a17196892b9,1686774963.7636492,1686774964.1233625,2,0
normandy,Worker-4ec75f34-2296-432a-8602-bb6eccade9c2,1686774963.993852,1686774964.3272836,2,0
normandy,Worker-5a79c655-5d52-43f1-a223-99d2b129a747,1686774963.9558034,1686774964.3379962,2,0
normandy,Worker-5ac20509-75a4-4bb4-b216-b4814c9bb8ef,1686774964.0015013,1686774964.3391278,2,0
normandy,Worker-5a79c655-5d52-43f1-a223-99d2b129a747,1686774963.9991436,1686774964.3482485,2,0
normandy,Worker-4ec75f34-2296-432a-8602-bb6eccade9c2,1686774964.016199,1686774964.3668284,2,0
normandy,Worker-5ac20509-75a4-4bb4-b216-b4814c9bb8ef,1686774964.0168185,1686774964.3722157,2,0
normandy,Worker-c1e71f26-ef10-4b84-9a6e-8a17196892b9,1686774964.042858,1686774964.379358,2,0
normandy,Worker-c1e71f26-ef10-4b84-9a6e-8a17196892b9,1686774964.1249502,1686774964.497206,2,0
normandy,Worker-4ec75f34-2296-432a-8602-bb6eccade9c2,1686774964.3330889,1686774964.710468,2,0
normandy,Worker-5ac20509-75a4-4bb4-b216-b4814c9bb8ef,1686774964.3465316,1686774964.7151213,2,0
normandy,Worker-5a79c655-5d52-43f1-a223-99d2b129a747,1686774964.3437345,1686774964.7385356,2,0
normandy,Worker-c1e71f26-ef10-4b84-9a6e-8a17196892b9,1686774964.384945,1686774964.7421172,2,0
normandy,Worker-5a79c655-5d52-43f1-a223-99d2b129a747,1686774964.3515325,1686774964.744858,2,0
normandy,Worker-5ac20509-75a4-4bb4-b216-b4814c9bb8ef,1686774964.3780887,1686774964.7482634,2,0
normandy,Worker-4ec75f34-2296-432a-8602-bb6eccade9c2,1686774964.37084,1686774964.7525465,2,0
normandy,Worker-c1e71f26-ef10-4b84-9a6e-8a17196892b9,1686774964.498944,1686774964.851543,2,0
normandy,Worker-5ac20509-75a4-4bb4-b216-b4814c9bb8ef,1686774964.7229817,1686774965.1088521,2,0
normandy,Worker-5a79c655-5d52-43f1-a223-99d2b129a747,1686774964.7478228,1686774965.119111,2,0
normandy,Worker-c1e71f26-ef10-4b84-9a6e-8a17196892b9,1686774964.7465012,1686774965.121875,2,0
normandy,Worker-4ec75f34-2296-432a-8602-bb6eccade9c2,1686774964.756018,1686774965.1206615,2,0
normandy,Worker-5ac20509-75a4-4bb4-b216-b4814c9bb8ef,1686774964.752633,1686774965.1445215,2,0
normandy,Worker-4ec75f34-2296-432a-8602-bb6eccade9c2,1686774964.7147744,1686774965.1455252,2,0
normandy,Worker-5a79c655-5d52-43f1-a223-99d2b129a747,1686774964.7446558,1686774965.1457229,2,0
normandy,Worker-c1e71f26-ef10-4b84-9a6e-8a17196892b9,1686774964.8532448,1686774965.1876626,2,0
normandy,Worker-5ac20509-75a4-4bb4-b216-b4814c9bb8ef,1686774965.148257,1686774965.5082307,2,0
normandy,Worker-4ec75f34-2296-432a-8602-bb6eccade9c2,1686774965.1503766,1686774965.516881,2,0
normandy,Worker-5ac20509-75a4-4bb4-b216-b4814c9bb8ef,1686774965.1134176,1686774965.5191169,2,0
normandy,Worker-c1e71f26-ef10-4b84-9a6e-8a17196892b9,1686774965.1264124,1686774965.5260453,2,0
normandy,Worker-5a79c655-5d52-43f1-a223-99d2b129a747,1686774965.152183,1686774965.552856,2,0
normandy,Worker-c1e71f26-ef10-4b84-9a6e-8a17196892b9,1686774965.1890662,1686774965.5784473,2,0
normandy,Worker-4ec75f34-2296-432a-8602-bb6eccade9c2,1686774965.127254,1686774965.5638142,2,0
normandy,Worker-5a79c655-5d52-43f1-a223-99d2b129a747,1686774965.124745,1686774965.822509,2,0
normandy,Worker-4ec75f34-2296-432a-8602-bb6eccade9c2,1686774965.5227826,1686774965.8892832,2,0
normandy,Worker-5ac20509-75a4-4bb4-b216-b4814c9bb8ef,1686774965.5143478,1686774965.94012,2,0
normandy,Worker-c1e71f26-ef10-4b84-9a6e-8a17196892b9,1686774965.584796,1686774965.9460878,2,0
normandy,Worker-5a79c655-5d52-43f1-a223-99d2b129a747,1686774965.5586984,1686774965.9476535,2,0
normandy,Worker-4ec75f34-2296-432a-8602-bb6eccade9c2,1686774965.5880191,1686774965.9494715,2,0
normandy,Worker-5ac20509-75a4-4bb4-b216-b4814c9bb8ef,1686774965.5268688,1686774965.9505703,2,0
normandy,Worker-c1e71f26-ef10-4b84-9a6e-8a17196892b9,1686774965.531658,1686774965.9537227,2,0
normandy,Worker-5a79c655-5d52-43f1-a223-99d2b129a747,1686774965.824816,1686774966.2235792,2,0
normandy,Worker-4ec75f34-2296-432a-8602-bb6eccade9c2,1686774965.8922217,1686774966.3160148,2,0
normandy,Worker-4ec75f34-2296-432a-8602-bb6eccade9c2,1686774965.9535506,1686774966.339039,2,0
normandy,Worker-5ac20509-75a4-4bb4-b216-b4814c9bb8ef,1686774965.9560406,1686774966.353499,2,0
normandy,Worker-5a79c655-5d52-43f1-a223-99d2b129a747,1686774965.951734,1686774966.3545544,2,0
normandy,Worker-c1e71f26-ef10-4b84-9a6e-8a17196892b9,1686774965.9574156,1686774966.358515,2,0
normandy,Worker-5ac20509-75a4-4bb4-b216-b4814c9bb8ef,1686774965.9478695,1686774966.4340153,2,0
normandy,Worker-4ec75f34-2296-432a-8602-bb6eccade9c2,1686774966.3185968,1686774966.68259,2,0
normandy,Worker-c1e71f26-ef10-4b84-9a6e-8a17196892b9,1686774966.3637264,1686774966.7064326,2,0
normandy,Worker-5ac20509-75a4-4bb4-b216-b4814c9bb8ef,1686774966.3575082,1686774966.7191284,2,0
